Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
Public Generic Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,3,0,3,2,4,1,3,2,,,1,,,0,00,2
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,1,1,0,6,1,1,1,1,0,0,,,0,,,6,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,1,1,1,0,0,,,0,,,4,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5,00,0
Public Abstract Method,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5,00,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync.Callback",0,0,0,0,0,1,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync.Method",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync.Method",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync.T",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.executeAsync.T",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Public Final Method,"org.telegram.telegrambots.meta.bots.AbsSender.getMe",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.meta.bots.AbsSender.getMeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,3,0,2,2,4,1,3,2,,,1,,,0,00,2
Public Final Method,"org.telegram.telegrambots.meta.bots.AbsSender.getMeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.meta.bots.AbsSender.getWebhookInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,2,0,2,2,3,2,2,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.meta.bots.AbsSender.getWebhookInfoAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,3,0,2,2,4,1,3,2,,,1,,,0,00,2
Public Final Method,"org.telegram.telegrambots.meta.bots.AbsSender.getWebhookInfoAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Protected Abstract Generic Method,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0,00,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethod.Method",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethod.T",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Protected Abstract Generic Method,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethodAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0,00,0
Protected Abstract Generic Method,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethodAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0,00,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethodAsync.Callback",0,0,0,0,0,1,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethodAsync.Method",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethodAsync.Method",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethodAsync.T",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Generic Parameter,"org.telegram.telegrambots.meta.bots.AbsSender.sendApiMethodAsync.T",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Package,"org.telegram.telegrambots.meta.exceptions",5,0,4,1,1,,,,,3,0,5,,3,,18,5,,,,18,,0,0,1,17,,203,29,100,44,39,74,,47,72,41,33,,3,,1,,,0,74,22
Public Class,"org.telegram.telegrambots.meta.exceptions.TelegramApiException",3,0,3,0,1,1,2,2,2,,0,0,,,,5,0,,,,5,5,0,0,1,4,,27,4,17,6,5,6,,5,11,6,5,,1,2,0,0,0,0,35,5
Public Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiException.TelegramApiException",,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiException.TelegramApiException",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiException.TelegramApiException",,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiException.TelegramApiException",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Protected Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiException.TelegramApiException",,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Class,"org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException",6,0,4,1,1,1,9,9,0,,0,5,,,,8,3,,,,8,13,0,0,0,8,,71,11,45,19,23,15,,21,32,17,17,,3,3,1,67,58,0,33,10
Public Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException.TelegramApiRequestException",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException.TelegramApiRequestException",,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,1,4,0,8,4,5,1,4,1,,,0,,,0,00,1
Public Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException.TelegramApiRequestException",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException.getApiResponse",,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException.getErrorCode",,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException.getMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,0,10,2,6,5,2,3,6,1,5,3,,,1,,,0,50,3
Public Method,"org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException.getParameters",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,4,2,1,5,2,1,2,1,1,1,,,0,,,1,25,1
Public Class,"org.telegram.telegrambots.meta.exceptions.TelegramApiValidationException",5,0,5,0,1,1,4,4,0,,0,0,,,,5,2,,,,5,10,0,0,0,5,,38,5,28,9,11,5,,11,19,8,11,,3,3,1,40,40,0,18,7
Public Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiValidationException.TelegramApiValidationException",,,,,,,,,,,,,,,,,,,,,,,,,,,92,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0,00,1
Public Constructor,"org.telegram.telegrambots.meta.exceptions.TelegramApiValidationException.TelegramApiValidationException",,,,,,,,,,,,,,,,,,,,,,,,,,,58,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.exceptions.TelegramApiValidationException.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.exceptions.TelegramApiValidationException.getObject",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.exceptions.TelegramApiValidationException.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,2,5,0,2,3,6,1,5,3,,,1,,,0,00,3
Package,"org.telegram.telegrambots.meta.generics",6,0,2,4,1,,,,,9,0,0,,9,,25,0,,,,25,,25,0,0,0,,193,28,65,52,1,100,,41,53,52,1,,1,,0,,,1,54,3
Public Interface,"org.telegram.telegrambots.meta.generics.BackOff",0,0,0,0,0,0,0,0,2,,0,0,,,,2,0,,,,2,2,2,0,0,0,,12,2,4,3,0,6,,2,3,3,0,,0,0,0,0,0,1,50,0
Abstract Method,"org.telegram.telegrambots.meta.generics.BackOff.nextBackOffMillis",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1,1,0,3,1,1,1,1,0,0,,,0,,,3,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.BackOff.reset",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1,1,0,3,0,1,1,1,0,0,,,0,,,3,00,0
Public Interface,"org.telegram.telegrambots.meta.generics.BotOptions",0,0,0,0,0,0,1,1,1,,0,0,,,,1,0,,,,1,1,1,0,0,0,,3,0,3,2,0,0,,1,2,2,0,,0,0,0,0,0,0,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.BotOptions.getBaseUrl",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0,00,0
Public Interface,"org.telegram.telegrambots.meta.generics.BotSession",0,0,0,0,0,0,3,3,2,,0,0,,,,6,0,,,,6,6,6,0,0,0,,21,3,8,7,0,10,,6,7,7,0,,0,0,0,0,0,1,25,0
Abstract Method,"org.telegram.telegrambots.meta.generics.BotSession.isRunning",,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,1,1,1,0,0,,,0,,,4,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.BotSession.setCallback",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.BotSession.setOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.BotSession.setToken",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.BotSession.start",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1,1,0,3,0,1,1,1,0,0,,,0,,,3,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.BotSession.stop",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,1,0,3,0,1,1,1,0,0,,,0,,,3,00,0
Public Interface,"org.telegram.telegrambots.meta.generics.LongPollingBot",7,0,3,4,1,1,4,4,3,,0,0,,,,5,0,,,,5,8,5,0,0,0,,33,4,10,6,1,19,,4,7,6,1,,1,1,0,0,0,1,90,2
Abstract Method,"org.telegram.telegrambots.meta.generics.LongPollingBot.clearWebhook",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1,1,0,3,0,1,1,1,0,0,,,0,,,3,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.LongPollingBot.getOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,1,1,0,4,1,1,1,1,0,0,,,0,,,4,00,0
Method,"org.telegram.telegrambots.meta.generics.LongPollingBot.onClosing",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,2,1,0,3,0,0,1,1,0,1,,,0,,,1,50,1
Abstract Method,"org.telegram.telegrambots.meta.generics.LongPollingBot.onUpdateReceived",,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,0,1,1,1,0,0,,,0,,,4,00,0
Method,"org.telegram.telegrambots.meta.generics.LongPollingBot.onUpdatesReceived",,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,3,1,1,5,1,1,2,1,1,1,,,0,,,1,67,1
Public Interface,"org.telegram.telegrambots.meta.generics.TelegramBot",5,0,2,3,1,0,1,1,2,,0,0,,,,3,0,,,,3,3,3,0,0,0,,19,4,6,4,0,9,,2,4,4,0,,1,0,0,0,0,1,50,1
Abstract Method,"org.telegram.telegrambots.meta.generics.TelegramBot.getBotToken",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,1,1,0,3,1,1,1,1,0,0,,,0,,,3,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.TelegramBot.getBotUsername",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,1,1,0,3,1,1,1,1,0,0,,,0,,,3,00,0
Method,"org.telegram.telegrambots.meta.generics.TelegramBot.onRegister",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,2,1,0,3,0,0,1,1,0,1,,,0,,,1,50,1
Public Interface,"org.telegram.telegrambots.meta.generics.UpdatesHandler",0,0,0,0,0,0,0,0,1,,0,0,,,,0,0,,,,0,0,0,0,0,0,,7,0,2,1,0,5,,0,1,1,0,,0,0,0,0,0,2,50,0
Public Interface,"org.telegram.telegrambots.meta.generics.UpdatesReader",0,0,0,0,0,0,0,0,1,,0,0,,,,1,0,,,,1,1,1,0,0,0,,3,0,3,2,0,0,,1,2,2,0,,0,0,0,0,0,0,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.UpdatesReader.start",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0,00,0
Public Interface,"org.telegram.telegrambots.meta.generics.Webhook",0,0,0,0,0,0,3,3,3,,0,0,,,,4,0,,,,4,4,4,0,0,0,,6,0,6,5,0,0,,4,5,5,0,,0,0,0,0,0,0,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.Webhook.registerWebhook",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.Webhook.setInternalUrl",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.Webhook.setKeyStore",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.Webhook.startServer",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0,00,0
Public Interface,"org.telegram.telegrambots.meta.generics.WebhookBot",0,0,0,0,0,1,5,5,4,,0,0,,,,3,0,,,,3,6,3,0,0,0,,19,2,5,4,0,12,,3,4,4,0,,0,1,0,0,0,2,40,0
Abstract Method,"org.telegram.telegrambots.meta.generics.WebhookBot.getBotPath",,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,1,1,0,4,1,1,1,1,0,0,,,0,,,4,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.WebhookBot.onWebhookUpdateReceived",,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,1,1,1,0,0,,,0,,,4,00,0
Abstract Method,"org.telegram.telegrambots.meta.generics.WebhookBot.setWebhook",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,1,1,0,4,0,1,1,1,0,0,,,0,,,4,00,0
Package,"org.telegram.telegrambots.meta.test",17,1,16,0,1,,,,,8,7,0,,4,,44,4,,,,51,,20,17,0,14,,992,93,880,192,676,19,,296,358,167,221,,3,,1,,,0,02,56
Public Final Class,"org.telegram.telegrambots.meta.test.TelegramBotsHelper",23,0,23,0,1,1,1,1,0,,7,0,,,,1,0,,,,8,8,0,1,0,7,,197,7,186,9,168,4,,7,16,9,7,,1,1,0,0,0,0,02,8
Public Static Method,"org.telegram.telegrambots.meta.test.TelegramBotsHelper.GetResponseWithError",,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Static Method,"org.telegram.telegrambots.meta.test.TelegramBotsHelper.GetResponseWithoutError",,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Static Method,"org.telegram.telegrambots.meta.test.TelegramBotsHelper.GetSetGameScoreBooleanResponse",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Static Method,"org.telegram.telegrambots.meta.test.TelegramBotsHelper.GetSetGameScoreMessageResponse",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Static Method,"org.telegram.telegrambots.meta.test.TelegramBotsHelper.GetUpdate",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Static Method,"org.telegram.telegrambots.meta.test.TelegramBotsHelper.GetUpdateWithMessageInCallbackQuery",,,,,,,,,,,,,,,,,,,,,,,,,,,1,164,0,164,1,162,0,1,1,2,1,1,1,,,0,,,0,00,1
Private Constructor,"org.telegram.telegrambots.meta.test.TelegramBotsHelper.TelegramBotsHelper",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,1,0,1,1,0,1,,,0,,,0,00,1
Public Static Method,"org.telegram.telegrambots.meta.test.TelegramBotsHelper.getResponseWithError409",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Class,"org.telegram.telegrambots.meta.test.TestDeserialization",18,1,17,0,1,1,36,36,0,,0,0,,,,30,1,,,,30,30,14,16,0,0,,561,51,506,85,428,4,,192,226,66,182,,3,1,1,67,67,0,01,32
Method,"org.telegram.telegrambots.meta.test.TestDeserialization.TestResponseWithErrorDeserialization",,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,11,3,8,0,12,8,9,2,8,1,,,0,,,0,00,1
Anonymous Class,"org.telegram.telegrambots.meta.test.TestDeserialization.TestResponseWithErrorDeserialization.(Anon_2)",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,2,0,0,0,0,00,0
Method,"org.telegram.telegrambots.meta.test.TestDeserialization.TestResponseWithoutErrorDeserialization",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,3,5,0,10,5,6,2,5,1,,,0,,,0,00,1
Anonymous Class,"org.telegram.telegrambots.meta.test.TestDeserialization.TestResponseWithoutErrorDeserialization.(Anon_1)",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,2,0,0,0,0,00,0
Method,"org.telegram.telegrambots.meta.test.TestDeserialization.TestUpdateDeserialization",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,3,2,0,3,2,3,2,2,1,,,0,,,0,00,1
Method,"org.telegram.telegrambots.meta.test.TestDeserialization.TestUpdateDeserializationWithInlineKeyboard",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,3,5,0,6,5,6,2,5,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertAudio",,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,1,6,0,8,6,7,1,6,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertCallbackQuery",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,5,0,7,5,6,1,5,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertChannelChat",,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,4,0,7,4,5,1,4,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertChosenInlineQuery",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,5,0,7,5,6,1,5,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertDocument",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,1,5,0,7,5,6,1,5,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertEditedMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,1,6,0,9,6,7,1,6,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertEntities",,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,12,1,10,0,9,10,11,1,10,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertForwardFrom",,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,1,4,0,6,4,5,1,4,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertFromUser",,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,7,1,5,0,6,5,6,1,5,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertInlineQuery",,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,1,8,0,10,8,9,1,8,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,0,15,1,13,0,23,13,14,1,13,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertPrivateChat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,1,6,0,9,6,7,1,6,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertReplyToMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,11,1,9,0,11,9,10,1,9,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.test.TestDeserialization.assertUpdate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,9,1,7,0,13,7,8,1,7,1,,,0,,,0,00,1
