Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
Public Constructor,"org.telegram.abilitybots.api.toggle.CustomToggle.CustomToggle",,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Enum Type,"org.telegram.abilitybots.api.toggle.CustomToggle.Property",2,0,2,0,1,1,1,1,0,,0,0,,,,4,21,,,,4,4,1,0,0,3,,46,12,30,25,2,4,,4,6,4,2,,1,1,0,,,0,13,2
Constructor,"org.telegram.abilitybots.api.toggle.CustomToggle.Property.Property",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggle.Property.key",,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Implicit Method,"org.telegram.abilitybots.api.toggle.CustomToggle.Property.valueOf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00,0
Public Implicit Method,"org.telegram.abilitybots.api.toggle.CustomToggle.Property.values",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00,0
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggle.config",,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,1,17,3,11,5,12,6,14,5,11,6,,,4,,,0,29,6
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggle.isOff",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,4,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggle.processAbility",,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,1,10,2,6,0,8,2,4,1,3,2,,,1,,,0,00,2
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggle.toggle",,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,4,1,2,5,2,2,3,1,2,1,,,0,,,1,25,1
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggle.turnOff",,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,4,1,2,4,2,2,3,1,2,1,,,0,,,1,00,1
Class,"org.telegram.abilitybots.api.toggle.CustomToggleTest",10,1,9,0,1,1,15,15,0,,0,0,,,,6,4,,,,6,6,2,0,0,4,,68,11,57,21,32,0,,32,41,15,28,,2,1,1,29,29,0,00,8
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggleTest.canProcessAbilities",,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,1,8,3,5,0,9,5,6,2,4,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggleTest.canProcessAbilitiesThroughProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,2,14,4,10,0,13,8,10,3,8,2,,,1,,,0,00,2
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggleTest.canTurnOffAbilities",,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,2,4,0,9,4,5,1,4,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.toggle.CustomToggleTest.canTurnOffAbilitiesThroughProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,8,15,2,13,3,9,0,13,7,9,2,8,2,,,1,,,0,00,2
Method,"org.telegram.abilitybots.api.toggle.CustomToggleTest.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,2,0,3,2,3,1,2,1,,,0,,,0,00,1
Method,"org.telegram.abilitybots.api.toggle.CustomToggleTest.tearDown",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Class,"org.telegram.abilitybots.api.toggle.DefaultToggle",4,0,4,0,1,2,2,2,0,,0,0,,,,2,0,,,,2,2,0,0,0,2,,15,1,10,5,2,4,,2,5,3,2,,1,1,0,0,0,0,40,2
Public Method,"org.telegram.abilitybots.api.toggle.DefaultToggle.isOff",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.toggle.DefaultToggle.processAbility",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Class,"org.telegram.abilitybots.api.toggle.DefaultToggleTest",8,1,8,0,1,1,14,14,0,,0,0,,,,5,3,,,,5,5,2,0,0,3,,50,8,42,20,23,0,,21,27,12,18,,1,1,0,27,27,0,00,5
Public Method,"org.telegram.abilitybots.api.toggle.DefaultToggleTest.allAbilitiesAreRegistered",,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,1,11,4,8,0,9,5,6,2,5,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.toggle.DefaultToggleTest.claimsEveryAbilityIsOn",,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,1,9,4,6,0,9,5,6,2,5,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.toggle.DefaultToggleTest.passedSameAbilityRefOnProcess",,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,1,9,4,6,0,9,5,6,2,5,1,,,0,,,0,00,1
Method,"org.telegram.abilitybots.api.toggle.DefaultToggleTest.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Method,"org.telegram.abilitybots.api.toggle.DefaultToggleTest.tearDown",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Package,"org.telegram.abilitybots.api.util",10,0,7,2,3,,,,,5,19,20,,5,,14,5,,,,33,,0,4,0,29,,470,60,323,114,190,87,,154,247,101,151,,15,,2,,,0,27,92
Public Interface,"org.telegram.abilitybots.api.util.AbilityExtension",0,0,0,0,0,0,0,0,3,,0,0,,,,0,0,,,,0,0,0,0,0,0,,5,0,2,1,0,3,,0,1,1,0,,0,0,0,0,0,1,50,0
Public Final Class,"org.telegram.abilitybots.api.util.AbilityMessageCodes",0,0,0,0,0,1,1,1,0,,0,19,,,,0,0,,,,0,0,0,0,0,0,,29,8,21,20,19,0,,19,20,20,0,,0,1,0,0,0,0,00,0
Public Final Class,"org.telegram.abilitybots.api.util.AbilityUtils",15,0,10,5,4,1,14,14,0,,17,1,,,,1,0,,,,18,18,0,2,0,16,,286,23,179,25,133,84,,75,145,25,125,,15,1,2,83,83,0,47,73
Private Constructor,"org.telegram.abilitybots.api.util.AbilityUtils.AbilityUtils",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,1,0,0,1,0,1,1,0,1,,,0,,,0,00,1
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.addTag",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,2,1,1,1,,,0,,,1,33,1
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.commitTo",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,1,1,2,1,1,1,,,0,,,2,00,2
Lambda Method,"org.telegram.abilitybots.api.util.AbilityUtils.commitTo.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,2,0,0,0,0,1,,,0,,,0,00,1
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.escape",,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.fullName",,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,2,8,2,6,7,6,4,7,2,6,3,,,1,,,0,88,3
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.getChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,35,40,0,33,1,30,7,20,15,30,1,29,15,,,1,,,0,21,15
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.getLocalizedMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,0,17,3,12,0,5,6,9,3,7,3,,,2,,,0,00,3
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.getLocalizedMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,2,0,4,2,3,2,2,2,,,0,,,0,00,2
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.getUser",,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,0,3,1,1,7,3,1,2,1,1,1,,,0,,,2,33,1
Private Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.getUserElseThrow",,,,,,,,,,,,,,,,,,,,,,,,,,,17,33,0,33,1,30,0,17,15,30,1,29,15,,,1,,,0,00,15
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.isGroupUpdate",,,,,,,,,,,,,,,,,,,,,,,,,,,7,21,0,15,1,12,6,8,6,12,1,11,6,,,1,,,0,40,6
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.isReplyTo",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,2,1,1,1,,,0,,,1,33,2
Lambda Method,"org.telegram.abilitybots.api.util.AbilityUtils.isReplyTo.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0,1,0,5,0,0,0,0,1,,,0,,,0,00,1
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.isSuperGroupUpdate",,,,,,,,,,,,,,,,,,,,,,,,,,,7,21,0,15,1,12,6,8,6,12,1,11,6,,,1,,,0,40,6
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.isUserMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,7,19,0,15,1,12,4,8,6,12,1,11,6,,,1,,,0,27,6
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.isValidCommand",,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,4,1,2,9,3,2,4,1,3,2,,,1,,,2,25,2
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.isValidCommandName",,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,4,1,2,6,3,2,4,1,3,2,,,1,,,1,50,2
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.shortName",,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,2,7,1,5,11,5,3,6,1,5,3,,,1,,,1,57,3
Public Static Method,"org.telegram.abilitybots.api.util.AbilityUtils.stripTag",,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,4,2,2,4,4,2,3,2,2,2,,,0,,,1,00,2
Public Final Generic Class,"org.telegram.abilitybots.api.util.Pair",5,0,5,0,1,1,6,6,0,,1,0,,,,6,2,,,,7,7,0,1,0,6,,49,8,41,17,17,0,,13,23,11,12,,3,1,1,29,14,0,00,9
Generic Parameter,"org.telegram.abilitybots.api.util.Pair.A",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"org.telegram.abilitybots.api.util.Pair.B",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Private Constructor,"org.telegram.abilitybots.api.util.Pair.Pair",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.util.Pair.a",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.util.Pair.b",,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.util.Pair.equals",,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,1,10,3,7,0,3,4,7,2,5,3,,,1,,,0,00,3
Public Method,"org.telegram.abilitybots.api.util.Pair.hashCode",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Static Generic Method,"org.telegram.abilitybots.api.util.Pair.of",,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Generic Parameter,"org.telegram.abilitybots.api.util.Pair.of.A",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"org.telegram.abilitybots.api.util.Pair.of.B",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Method,"org.telegram.abilitybots.api.util.Pair.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,4,0,4,1,2,1,1,1,,,0,,,0,00,1
Public Generic Class,"org.telegram.abilitybots.api.util.Trio",5,0,5,0,1,1,6,6,0,,1,0,,,,7,3,,,,8,8,0,1,0,7,,58,9,49,20,21,0,,16,27,13,14,,3,1,1,38,25,0,00,10
Generic Parameter,"org.telegram.abilitybots.api.util.Trio.A",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"org.telegram.abilitybots.api.util.Trio.B",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"org.telegram.abilitybots.api.util.Trio.C",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Private Constructor,"org.telegram.abilitybots.api.util.Trio.Trio",,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,5,1,3,0,4,3,4,1,3,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.util.Trio.a",,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.util.Trio.b",,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.util.Trio.c",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.abilitybots.api.util.Trio.equals",,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,1,11,3,8,0,3,4,7,2,5,3,,,1,,,0,00,3
Public Method,"org.telegram.abilitybots.api.util.Trio.hashCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Static Generic Method,"org.telegram.abilitybots.api.util.Trio.of",,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Generic Parameter,"org.telegram.abilitybots.api.util.Trio.of.A",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"org.telegram.abilitybots.api.util.Trio.of.B",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"org.telegram.abilitybots.api.util.Trio.of.C",0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Method,"org.telegram.abilitybots.api.util.Trio.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,2,5,0,4,1,2,1,1,1,,,0,,,0,00,1
Package,"org.telegram.telegrambots",0,0,0,0,0,,,,,1,0,2,,1,,0,0,,,,0,,0,0,0,0,,11,1,5,4,2,5,,3,4,4,0,,0,,0,,,1,00,0
Public Class,"org.telegram.telegrambots.Constants",0,0,0,0,0,1,1,1,0,,0,2,,,,0,0,,,,0,0,0,0,0,0,,9,0,4,3,2,5,,2,3,3,0,,0,1,0,0,0,1,25,0
Package,"org.telegram.telegrambots.bots",12,1,11,0,2,,,,,6,0,1,,4,,94,23,,,,94,,0,9,5,80,,1480,176,1224,329,731,80,,596,862,282,667,,17,,3,,,0,07,274
Public Abstract Class,"org.telegram.telegrambots.bots.DefaultAbsSender",20,1,18,0,4,1,63,63,3,,0,1,,,,55,7,,,,55,98,0,9,5,41,,1170,131,1004,190,690,35,,469,695,156,626,,17,2,3,86,66,0,03,235
Protected Constructor,"org.telegram.telegrambots.bots.DefaultAbsSender.DefaultAbsSender",,,,,,,,,,,,,,,,,,,,,,,,,,,9,21,3,18,2,15,0,20,10,12,2,11,2,,,1,,,0,00,2
Protected Constructor,"org.telegram.telegrambots.bots.DefaultAbsSender.DefaultAbsSender",,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,4,2,1,4,2,1,2,1,1,1,,,0,,,1,00,1
Private Method,"org.telegram.telegrambots.bots.DefaultAbsSender.addInputData",,,,,,,,,,,,,,,,,,,,,,,,,,,13,35,2,33,5,23,0,9,11,24,5,19,13,,,2,,,0,00,13
Private Method,"org.telegram.telegrambots.bots.DefaultAbsSender.addInputData",,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,1,6,1,3,0,3,2,5,2,3,2,,,1,,,0,00,2
Private Method,"org.telegram.telegrambots.bots.DefaultAbsSender.addInputFile",,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,1,12,1,7,0,7,3,8,1,7,5,,,2,,,0,00,5
Private Method,"org.telegram.telegrambots.bots.DefaultAbsSender.addStickers",,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,6,1,3,0,4,2,5,2,3,2,,,1,,,0,00,2
Private Method,"org.telegram.telegrambots.bots.DefaultAbsSender.assertParamNotNull",,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,0,5,1,2,0,1,1,3,1,2,2,,,1,,,0,00,2
Private Method,"org.telegram.telegrambots.bots.DefaultAbsSender.configureHttpContext",,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,3,12,2,7,0,5,4,8,2,7,4,,,1,,,0,00,4
Private Method,"org.telegram.telegrambots.bots.DefaultAbsSender.configuredHttpPost",,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,0,5,2,3,0,2,3,4,2,3,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.downloadFile",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.downloadFile",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.downloadFile",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.downloadFile",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.downloadFileAsStream",,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.downloadFileAsStream",,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.downloadFileAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.downloadFileAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,16,38,3,34,6,27,1,27,19,25,5,24,6,,,3,,,0,03,6
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,20,43,3,39,6,31,1,31,23,31,5,30,8,,,2,,,0,03,8
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,23,69,4,59,6,42,6,33,27,42,5,41,15,,,3,,,0,10,15
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,21,61,8,53,6,38,0,31,25,38,5,37,13,,,3,,,0,00,13
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,20,53,4,49,6,35,0,29,23,35,5,34,12,,,3,,,0,00,12
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,17,44,4,40,6,29,0,26,20,29,5,28,9,,,2,,,0,00,9
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,25,70,5,65,6,46,0,35,29,46,5,45,17,,,3,,,0,00,17
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,20,58,2,49,6,35,7,29,23,35,5,34,12,,,3,,,0,14,12
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,10,27,3,24,7,19,0,20,15,19,6,18,4,,,2,,,0,00,4
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,10,21,1,20,6,16,0,19,14,16,5,15,2,,,1,,,0,00,2
Public Final Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,18,52,5,47,6,34,0,29,23,34,5,33,11,,,2,,,0,00,11
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,13,41,7,34,6,25,0,23,18,25,5,24,7,,,2,,,0,00,7
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,1,22,6,17,0,19,14,17,5,16,3,,,2,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,12,31,4,27,6,21,0,22,16,20,5,19,4,,,2,,,0,00,4
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,23,65,3,62,6,44,0,34,28,44,5,43,16,,,3,,,0,00,16
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Public Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,3,8,0,2,5,7,2,6,1,,,1,,,0,00,3
Lambda Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,0,5,0,4,2,3,0,3,2,,,0,,,0,00,2
Lambda Method,"org.telegram.telegrambots.bots.DefaultAbsSender.executeAsync.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,0,5,0,4,2,3,0,3,2,,,0,,,0,00,2
